[CHECKSUM=1:18:1029]
[DATE=2009-11-23 16:09:59]
[ENCODING=ISO-8859-4]

#
#  Language file: English
#  Supplier: www.saurus.info 
#


# SYSTEM STRING; DESCRIPTION; TRANSLATION;



[system:1:System]
Custom SQL;Custom SQL;Custom SQL;
Data from DB-table;Data from DB-table;Data from DB-table;
DB field;Database field;Database field;
DB table;Database table;Database table;
Delete file after import?;Delete file after import?;Delete file after import;
Delete old data;Delete old data from database;Delete old data;
Delete old data using WHERE SQL;Delete old data using WHERE SQL;Delete old data using WHERE SQL;
Directory;XML files directory;XML files directory;
Error: Broken source data;Error: Broken source data;Error: Broken source data;
Export_email;E-mail, where exportfile will be sent;E-mail, where exportfile will be sent;
Mapping name;Data mapping name;Data mapping name;
PHP script for data mappings;PHP script for setting your own data mappings;PHP script for setting your own data mappings;
Preserve old data;Preserve old data;Preserve old data;
Reverse data;Reverse data;Reverse data;
Run with Cron;Run with Cron;Run with Cron;
Run with pageload;Run with pageload;Run with pageload;
Select data source for Export;Select data source for Export;Select data source for Export;
Select data source for Import;Select how you define data mappings for import;Select how you define data mappings for import;
Source (XML) encoding;Source (XML) encoding;Source (XML) encoding;
Special dataprocessing;Special dataprocessing;Special dataprocessing;
Starting element;Start from element;Start from element;
Target (site) encoding;Target (site) encoding;Target (site) encoding;
Update records by unique field;Update records by unique field;Update records by unique field;
using CMS;using CMS (default);using CMS (default);
using PHP script;using my own PHP script;using my own PHP script;
With special processing;With special processing (old);With special processing (old);
XML element;XML element;XML element;
XML name;Name;Name;
XML Result tagname;XML Result tagname;XML Result tagname;
XML Root Begin;XML Root Begin;XML Root Begin;
XML Root End;XML Root End;XML Root End;



[powertools:21:Power Tools]
any case;any case;Any case;
Are you sure?;Are you sure?;Are you sure?;
Article;Article;Article;
Available;Available;Available;
button: find;Find!;Find!;
button: Replace;Replace!;Replace!;
Changed;Changed!;Changed!;
compare;compare;compare;
Database;Database;Database;
Database optimized;Database optimized;Database optimized;
Download CSV file;Download CSV file;Download CSV file;
everythere;Everythere;Everywhere;
Files;Files;Files;
From;From;From;
location;location;Location;
Modified;Modified;Modified;
Modified date;Modified date;Modified date;
NOT FOUND;NOT FOUND;Not found;
optimize database;Optimize database;Optimize database;
Quota for database;Quota for database;Quota for database;
Quota for files;Quota for files;Quota for files;
Replace string;Replace string;Replace string;
Results;Results;Results;
Search in sections;Search in sections;Search in sections;
Search string;Search string;Search string;
Search type;Search type;Search type;
Select all;Select all;Select all;
Show only broken links;Show only broken links;Show only broken links;
Show only published objects;Show only published objects;Show only published objects;
To;To;To;
Total quota;Total quota;Total quota;
Totally [XXX]([YYY] unique) links or images will be checked;Totally [XXX]([YYY] unique) links or images will be checked;Totally [XXX]([YYY] unique) links or images will be checked;
whole word;whole word;Whole word;



[statistics:25:Statistics]
activities;Activities;Activities;
Agent Information;Agent Information;Agent Information;
another pages;another pages;another pages;
Average;Average;Average;
Average pages per day;Average pages per day;Average pages per day;
Average pages per month;Average pages per month;Average pages per month;
Average visitors per day;Average visitors per day;Average visitors per day;
Average visitors per month;Average visitors per month;Average visitors per month;
Average visits per day;Average visits per day;Average visits per day;
Average visits per month;Average visits per month;Average visits per month;
Browsers;Browsers;Browsers;
Daily stats;Daily stats;Daily stats;
deleted;Deleted;Deleted;
Detailed stats available since;Detailed stats available since;Detailed stats available since;
Domains;Domains;Domains;
downloads;Downloads;Downloads;
entry time;entry time;entry time;
First hit;First hit;First hit;
first page;first page;first page;
found page;found page;found page;
Full referrers;Full referrers;Full referrers;
host_ip;Host / IP;Host / IP;
Last hit;Last hit;Last hit;
last reload;last reload;last reload;
Legend;Legend;Legend;
link;link;link;
logins;Log ins;Log ins;
minutes;minutes;minutes;
most_downloaded_files;TOP 20 downloaded files;TOP 20 downloaded files;
no_files_found;No files found;No files found;
One-time visitors;One-time visitors;One-time visitors;
online;online;online;
Online visitors;Online visitors;Online visitors;
Page;Page;Page;
Page views;Page views;Page views;
Pages;Pages;Pages;
page_back;Back;Back;
page_browsers;Browsers;Browsers;
page_clock;Clock;Clock;
page_config;Config;Config;
page_files;Files;Files;
page_pages;Pages;Pages;
page_referrers;Referrers;Referrers;
page_searches;Searches;Searches;
page_summary;Summary;Summary;
page_users;Users;Users;
page_visitors;Visitors;Visitors;
percent;percent;percent;
proxy;proxy;proxy;
Recent visitors;Recent 15 visitors;recent visitors;
refered page;refered page;refered page;
REFERRED;REFERRED!;REFERRED!;
referrer;referrer;referrer;
Refresh;Refresh;Refresh;
Reg.user;Reg.user;Reg.user;
Search engine;Search engine;Search engine;
searches;searches;searches;
search_for_files;Search for files;Search for file;
Server time now is;Server time now is;Server time now is;
Show visitors for the last;Show visitors for the last;Show visitors for the last;
Site tree;Site tree;Site tree;
Statistics for;Statistics for;Statistics for;
Stats;Stats;Stats;
Stats available since;Stats available since;Stats available since;
Stats for section;Stats for section;Stats for section;
stats not available;Stats are not available for selected period.;Stats are not available for selected period;
stats_for_file;Stats for file;Stats for file;
Sum;Sum;Sum;
Systems;Systems;Systems;
TOP 20 visited pages;TOP 20 visited pages;TOP 20 visited pages;
TOP 50 Search keywords;TOP 50 Search keywords;TOP 50 Search keywords;
Totals;Totals;Totals;
unique;Unique;Unique;
user;User;User;
users;Users;Users;
Visitors;Visitors;Visitors;
visits;visits;visits;



[event:26:Event]
Assign to;Assign to;Assign to;
completed;Completed;Completed;
Conflicts found!;Conflicts found!;Conflicts found!;
daily;Daily;Daily;
day;day;day;
end;End;End;
ends_after;Ends after;Ends after;
Events;Events;Events;
every;Every;Every;
hours;Hours;hours;
Location;Location;Location;
month;month;month;
Never ends;Never ends;Never ends;
occurs;Occurs;Occurs;
once;Once;Once;
participants;Participants;Participants;
Please fill in the end date!;Please fill in the end date!;Please fill in the end date!;
private;Private;Private;
progress;Progress;Progress;
Recurrence;Recurrence;Recurrence;
recurrent;Recurrent;Recurrent;
start;Start;Start;
started;Started;Started;
task_event;Sündmus/Töö;Task / Event;
The date has to be in format: dd.mm.yyyy!;The date has to be in format: dd.mm.yyyy!;The date has to be in format: dd.mm.yyyy!;
time;Time;Time;
Total time;Total time;Total time;
tracking;Tracking;Tracking;
workday;Workday;workday;



[files:27:Files]
add_file_favorite;Add favorite;Add favorite;
add_folder;Add folder;Add folder;
add_folder_favorite;Add favorite;Add favorite;
cancel;Cancel;Cancel;
cant_delete_folder;Can't delete - folder is not empty!;Can't delete - folder is not empty!;
could_not_create_folder;Could not create folder;Could not create folder;
could_not_delete_folder_from_filesystem;Could not delete folder;Could not delete folder;
could_not_rename_folder;Could not rename folder;Could not rename folder;
create_folder;Create;Create;
create_subfolder;Create subfolder;Create subfolder;
delete_file;delete;delete;
delete_folder;Delete;Delete;
edit_file;Edit;Edit;
file;file;file;
filename;Filename;Filename;
files;files;files;
files_delete_confirmation;Are you sure you want to delete selected files?;Are you sure you want to delete selected files?;
files_selected;With selected files you can;With selected files you can;
file_date;Date;Date;
file_delete_confirmation;Are you sure you want to delete the file;Are you sure you want to delete the file;
file_list_view;file list view;file list view;
folder_delete_confirmation;Are you sure you want to delete;Are you sure you want to delete;
folder_exists;Folder with this name already exists;Folder with this name already exists;
folder_has_files;This folder has files in it. Please delete these first;This folder has files in it. Please delete these first;
folder_has_no_fs_permissions;folder does not have write permissions;folder does not have write permissions;
folder_has_subfolders;This folder has subfolders, please delete these first;This folder has subfolders, please delete these first;
folder_path;Folder;Folder;
folder_permissions;Permissions;Permissions;
lastmodified;Last modified;Last modified;
last_changed;Last Edit Date;Last Edit Date;
mimetype;MIME type;MIME type;
move_file;move;move;
no_files_found;No files found;No files found;
no_files_in_folder;There are no files in this folder, try uploading;There are no files in this folder, try uploading;
no_files_selected;No files have been selected, you can;No files have been selected, you can;
no_permissions;You do not have permissions to do that;You do not have permissions to do that;
no_permissions_to_create_folder;You do not have permissions to create folders or files under:;You do not have permissions to create folders or files under:;
no_permissions_to_delete_some_files;You do not have permissions do delete some files;You do not have permissions do delete some files;
ok;OK;OK;
Path;Path;Path;
pealkiri;Name;Name;
rename_folder;Rename;Rename;
save_folder;Save;Save;
search_files;Search;Search;
select_all_files;select all;select all;
size;Size;Size;
some_files_could_not_be_deleted;Some files could not be deleted;Some files could not be deleted;
synchronise_folder;Synchronise;Synchronise;
thumbnail_view;thumbnail view;thumbnail view;
unable_to_move_files;Some files were not movable;Some files were not movable;
unselect_all_files;unselect all;unselect all;
upload;Upload;Upload;
upload_files;Upload files;Upload files;
upload_limit_size;size exceeds upload limit of;size exceeds upload limit of;
upload_queue_limit;You have attempted to upload too many files, the limit is;You have attempted to upload too many files, the limit is;
view_file;View;View;



[extensions:28:Extensions]
Extension;Extension;Extension;
icon_path;Icon path;Icon path;
min_saurus_modules;Minimum Saurus modules required;Minimum Saurus modules required;
min_saurus_version;Minimum Saurus version required;Minimum Saurus version required;
Official;Official;Official;
Version;Version;Version;



[workflow:29:Workflow Manager]
Definitions;Definitions;Definitions;
Processes;Processes;Processes;



[saurus4:101:Saurus 4]
add;Add;Add;
add comment;Add comment;Add comment;
advanced search;Advanced search;Advanced search;
all the words;All the words;All the words;
application name;Application;Application;
applications login info;Applications;Applications;
archive;Archive;Archive;
author;Author;Author;
by title;By title;By title;
CAPTCHA failed;Entered text did not match text on the image;Entered text did not match text on the image;
changed last;Changed last;Changed last;
comment;Comment;Comment;
comments;Comments;Comments;
does not include;Does not include;Does not include;
e-mail;E-mail;E-mail;
enter_the_text_on_the_image;Enter the text on the image;Text on image;
exact phrase;Exact phrase;Exact phrase;
forums;Forums;Forums;
from section;From section;From section;
hide e-mail;Don't show e-mail;Don't show my e-mail;
keyword_too_short;Keyword is too short;Please enter keyword at least 4 characters long;
last 3 months;Last 3 months;Last 3 months;
last 6 months;Last 6 months;Last 6 months;
last month;Last month;Last month;
last reply;Last reply;Last reply;
last week;Last week;Last week;
last year;Last year;Last year;
latest posts;Latest posts;Latest posts;
mailinglists;Subscribe to mailinglists;mailinglists;
name;Name;Name;
new comment;New comment;New comment;
new message;New message;New message;
new topic;New topic;New topic;
newest first;Newest first;Newest first;
one of the words;One of the words;One of the words;
password;Password;Password;
password expired message;Your password is expired, enter new password;Your password is expired, enter new password;
please fill in;Please fill in;Please fill in;
profile;Profile;Profile;
register;Register;Register;
replies;Replies;Replies;
reply;Reply;Reply;
rss entries;Entries;Entries;
search;Search;Search;
search_order_relevance;By relevance;By relevance;
see also;See also;See also;
send;Send;Send;
send_replies;Send replies to e-mail;Send replies to my e-mail;
sitemap;Sitemap;Sitemap;
title;Title;Title;
topics;Topics;Topics;
username;Username;Username;
whenever;Whenever;Whenever;
yesterday;Yesterday;Yesterday;
