[CHECKSUM=0:18:1029]
[DATE=2009-11-23 16:10:13]
[ENCODING=UTF-8]

#
#  Language file: Estonian
#  Supplier: www.saurus.info 
#  

# SYSTEM STRING; DESCRIPTION; TRANSLATION;



[system:1:System]
replication;Replication;Replikatsioon;
Report a bug;Report a bug;Teavita veast;
Request method;Request method;Päringu meetod;
reset;Reset;Puhasta;
Resources;Resources;Ressursid;
Return_fields;Return_fields;Tagastatav info;
Rubriigi alampuu;Subtree of section;Rubriigi alampuu;
Salasonad ei ole uhesugused;Passwords do not match;Salasõnad ei ole ühesugused;
Sample adminpage;Sample adminpage;Näidis adminleht;
sampo_payment;Sampo;Sampo Pank;
saurus_cms_homepage;Saurus CMS homepage;Saurus CMS kodulehekülg;
save;Save;Salvesta;
scope;Scope;Ulatus;
search & replace;Search & Replace;Otsi ja asenda;
second one;Second One;;
Send your feedback;Send your feedback;Saada teade;
session_and_timeouts;Session and timeouts;Sessioon ja limiidid;
shop_cart;Shopping cart;Ostukorv;
Site CSS styles;Site CSS styles;Saidi CSS stiilid;
sites_delete_confirm;Are you sure you want to delete site;Oled kindel, et soovid kustutada saiti;
site_changed;site changed;sait muudetud;
site_created;site created;sait loodud;
site_delete;Delete site;Kustuta sait;
site_deleted;site deleted;sait kustutatud;
site_design;Site design;Saidi kujundus;
site_extension_must_be_unique;Site extension must be unique;Lühend peab olema unikaalne;
site_name;Site name;Saidi nimi;
site_name_extension_encoding_glossary_required;Name, extension, encoding and glossary are required;Nimi, lühend, kodeering ja sõnastik on kohustuslikud;
site_objects_will_be_deleted;objects will be permanently deleted;objekti kustutatakse jäädavalt;
Site_properties;Site Properties;Saidi määrangud;
Site_styles;Site Styles;Saidi stiilid;
slogan;Slogan;Slogan;
Spam;Spam;Spam;
sso_applications;SSO applications;SSO rakendused;
Static Content Export;Static Content Export;;
Statistics;Statistics;Statistika;
Status;Status;Staatus;
Styles;Styles;Stiilid;
subject_line;subject line;Pealkiri;
System;System;Süsteem;
system info;System info;Süsteemiinfo;
System_articles;System Articles;Saidi seaded;
system_messages;System messages;Süsteemsed teated;
Tagasisidevormid;Tagasisidevormid;;
Target site actions;Target site actions;Sihtsaidi tegevused;
Templates;Templates;Mallid;
Test it;Test it;Testi;
Text_styles;Text Styles;Fondid;
Thank you for your feedback;Thank you for your feedback;Teie tagasiside on saadetud, täname;
thumbnail_view;Thumbnails;Eelvaated;
timezone;Timezone;Ajavöönd;
time_interval;Time interval;Aja intervall;
Toimetaja keskond IP filter valja lulitatud;You can not disable your own IP-address! Filtering disabled.;Sa ei saa lukustada enda IP-aadressi! Filter välja lülitatud.;
Tolkimine;Translations;Tõlge;
tools;Tools;Tööriistad;
total items;Total;Kokku;
Translations;Glossary;Sõnastik;
translation_word_is_required;Translation word is required;Süsteemisõna on kohustuslik;
Type;Type;Tüüp;
Type your feedback here;Type your feedback here;Tagaside kirjutage siia;
Unauthorized access;Unauthorized access;Kasutajanimi või parool vale!;
upload;Upload;Lae üles;
Upload new file;Upload new file;Laadi uus fail;
upos_payment;SEB Eesti Ühispank;SEB Eesti Ühispank;
User fieldname;Username fieldname;Kasutajanime väljanimi;
Username;Username;Kasutajanimi;
Users;Users;Uued kasutajad;
users_login;Sisse logimine;Sisse logimine;
user_defined_messages;User defined messages;Muud artiklid;
Vali;Vali;Vali;
view;View;Vaade;
Visible in section editor;Visible in section editor;Nähtav rubriigi editoris;
warning;Warning;Hoiatus;
website_properties;Website properties;Veebisaidi seadistused;
when;When;Millal;
who;Who;Kes;
WYSIWYG Fonts;Styles in article editor dropdown;Stiilid artiklieditori valiklistis;
WYSIWYG General;Styles used only by article editor;Ainult artiklieditoris kasutatavad stiilid;
XML;XML;XML;



[e_commerce:17:E-Commerce]
amount;Amount;Kogus;
cart;Cart;Ostukorv;
cart delete confirmation;Delete this shoppingcart?;Kas tahate ostukorvi kustutada?;
cart_data;Cart content;Ostukorvi sisu;
cart_id;Cart ID;Ostukorvi ID;
category;Category;Kategooria;
code;Code;Kood;
description;Description;Kirjeldus;
image;Image;Suur pilt;
manufacturer;Manufacturer;Tootja;
order;Order;Tellimus;
Order nr;Order nr;Nr;
orders;Orders;Tellimused;
order_date;Date;Kp;
payment_status;Payment status;Maksestaatus;
payment_type;Payment type;Makseviis;
price;Price;Hind;
Product;Product;Toode;
status;Status;Staatus;
thubmnail;Thubmnail;Väike pilt;
total;Total;Summa;
transport;Transport;Transport;
user_data;Client info;Kliendiinfo;
VAT;VAT;KM summa;



[sapi:19:Saurus API]
Clear cache;Clear cache;Tühjenda vahemälu;



[xml:20:XML]
add date and time info to filename;add date and time info to filename;lisa failinimesse loomise aeg;
CMS objects from Sections;CMS objects from Sections;CMS-i objektid rubriikidest;
Custom SQL;Custom SQL;Isekoostatud SQL;
Data from DB-table;Data from DB-table;Andmebaasi tabel;
DB field;Database field;Andmebaasi väli;
DB table;Database table;Andmebaasi tabel;
Delete file after import?;Delete file after import?;Kustuta fail pärast importi;
Delete old data;Delete old data from database;Kustuta olemasolevad andmed;
Delete old data using WHERE SQL;Delete old data using WHERE SQL;Kustuta olemasolevad andmed kasutades WHERE SQL lauset;
Directory;XML files directory;XML failide kataloog;
Error: Broken source data;Error: Broken source data;Viga: vigased algandmed;
Export_email;E-mail, where exportfile will be sent;E-mail, kuhu eksportfail saadetakse;
Mapping name;Data mapping name;Andmeseos;
PHP script for data mappings;PHP script for setting your own data mappings;Andmeseoseid määrav PHP skript;
Preserve old data;Preserve old data;Säilita olemasolevad andmed;
Reverse data;Reverse data;Pööra andmete järjekord ümber;
Run with Cron;Run with Cron;Käivita ainult cron-tööna;
Run with pageload;Run with pageload;Käivita saidi vaatamisel iga 1 tunni tagant;
Select data source for Export;Select data source for Export;Vali andmed eksportimiseks;
Select data source for Import;Select how you define data mappings for import;Vali kuidas määrad impordi andmeseosed;
Source (XML) encoding;Source (XML) encoding;Lähte (XML) kodeering;
Special dataprocessing;Special dataprocessing;Andmete eritöötlus;
Starting element;Start from element;Alusta elemendist;
Target (site) encoding;Target (site) encoding;Siht (veebi) kodeering;
Update records by unique field;Update records by unique field;Uuenda kirjeid unikaalse välja järgi;
using CMS;using CMS (default);kasutades CMS-i;
using PHP script;using my own PHP script;kasutades omaenda PHP skripti;
With special processing;With special processing (old);Olemasolev andmetöötlus;
XML element;XML element;XML element;
XML name;Name;Nimetus;
XML Result tagname;XML Result tagname;XML-i tsükli elemendi nimi;
XML Root Begin;XML Root Begin;XML-i alustav element;
XML Root End;XML Root End;XML-i lõpetav element;



[powertools:21:Power Tools]
any case;any case;Osa sõnast;
Are you sure?;Are you sure?;Oled kindel?;
Article;Article;Artikkel;
Available;Available;Vaba;
button: find;Find!;Otsi!;
button: Replace;Replace!;Asenda!;
Changed;Changed!;Muudetud!;
compare;compare;võrdle;
Database;Database;Andmebaas;
Database optimized;Database optimized;Andmebaas optimeeritud;
Download CSV file;Download CSV file;Laadi alla CSV fail;
everythere;Everythere;Kõikjal;
Files;Files;Failid;
From;From;Alates;
location;location;Asukoht;
Modified;Modified;Muudetud;
Modified date;Modified date;Muudetud;
NOT FOUND;NOT FOUND;Ei leitud;
optimize database;Optimize database;Optimeeri andmebaasi;
Quota for database;Quota for database;Andmebaasi limiit;
Quota for files;Quota for files;Failide limiit;
Replace string;Replace string;Asenda;
Results;Results;Tulemused;
Search in sections;Search in sections;Rubriigid;
Search string;Search string;Otsi;
Search type;Search type;Otsingu tüüp;
Select all;Select all;Vali kõik;
Show only broken links;Show only broken links;Näita vaid katkiseid linke;
Show only published objects;Show only published objects;Ainult avaldatud objektid;
To;To;kuni;
Total quota;Total quota;Kogulimiit;
Totally [XXX]([YYY] unique) links or images will be checked;Totally [XXX]([YYY] unique) links or images will be checked;Kokku kontrollitakse [XXX] ([YYY] unikaalset) linki või pilti;
whole word;whole word;Terve sõna;



[statistics:25:Statistics]
activities;Activities;Tegevused;
Agent Information;Agent Information;Veebibrauseri info;
another pages;another pages;Järgmised lehed;
Average;Average;Keskmine;
Average pages per day;Average pages per day;Keskmiselt lehti päevas;
Average pages per month;Average pages per month;Keskmiselt lehti kuus;
Average visitors per day;Average visitors per day;Keskmiselt külastajaid päevas;
Average visitors per month;Average visitors per month;Keskmiselt külastajaid kuus;
Average visits per day;Average visits per day;Keskmiselt külastusi päevas;
Average visits per month;Average visits per month;Keskmiselt külastusi kuus;
Browsers;Browsers;Veebibrauserid;
Daily stats;Daily stats;Päeva statistika;
deleted;Deleted;Kustutatud;
Detailed stats available since;Detailed stats available since;Detailne statistika olemas alates;
Domains;Domains;Domeenid;
downloads;Downloads;Alla laadimisi;
entry time;entry time;Sisenemise aeg;
First hit;First hit;Esimene vaatamine;
first page;first page;Esimene leht;
found page;found page;Leitud leht;
Full referrers;Full referrers;Kõik viitajad;
host_ip;Host / IP;Klient/IP;
Last hit;Last hit;Viimane külastus;
last reload;last reload;Viimane leht;
Legend;Legend;Legend;
link;link;link;
logins;Log ins;Sisselogimised;
minutes;minutes;minuti jooksul;
most_downloaded_files;TOP 20 downloaded files;20 enim alla laetud faili;
no_files_found;No files found;Ei leitud ühtki faili;
One-time visitors;One-time visitors;Ühekordsed külastajad;
online;online;Lehel;
Online visitors;Online visitors;Lehel viibivad külastajad;
Page;Page;Leht;
Page views;Page views;Lehevaateid;
Pages;Pages;Lehti;
page_back;Back;Tagasi;
page_browsers;Browsers;Veebisirvijad;
page_clock;Clock;Kell;
page_config;Config;Seaded;
page_files;Files;Failid;
page_pages;Pages;Lehed;
page_referrers;Referrers;Viitajad;
page_searches;Searches;Otsingud;
page_summary;Summary;Kokkuvõte;
page_users;Users;Kasutajad;
page_visitors;Visitors;Külastajad;
percent;percent;Osakaal;
proxy;proxy;Vahemäluserver;
Recent visitors;Recent 15 visitors;viimast külastajat;
refered page;refered page;Viidatud leht;
REFERRED;REFERRED!;Viidatud;
referrer;referrer;Viitaja;
Refresh;Refresh;Uuenda;
Reg.user;Reg.user;Reg. kasutaja;
Search engine;Search engine;Otsingumootor;
searches;searches;Otsinguid;
search_for_files;Search for files;Otsi faili;
Server time now is;Server time now is;Serveri kell on praegu;
Show visitors for the last;Show visitors for the last;Kuvatakse kasutajaid, kes olid lehel viimase;
Site tree;Site tree;Lehe struktuur;
Statistics for;Statistics for;Statistika;
Stats;Stats;Stats;
Stats available since;Stats available since;Statistika alates;
Stats for section;Stats for section;Sektsiooni statistika;
stats not available;Stats are not available for selected period.;Valitud perioodi statistika puudub;
stats_for_file;Stats for file;Faili statistika;
Sum;Sum;Kokku;
Systems;Systems;Op. süsteemid;
TOP 20 visited pages;TOP 20 visited pages;20 enimkülastatud lehte;
TOP 50 Search keywords;TOP 50 Search keywords;50 enimkasutatud otsingusõna;
Totals;Totals;Kokku;
unique;Unique;Unikaalseid;
user;User;Kasutaja;
users;Users;Kasutajad;
Visitors;Visitors;Külastajad;
visits;visits;Külastusi;



[event:26:Event]
Assign to;Assign to;Määra;
completed;Completed;Lõpetatud;
Conflicts found!;Conflicts found!;Leiti konflikte!;
daily;Daily;Päeviti;
day;day;päev;
end;End;Lõpp;
ends_after;Ends after;Lõpeb pärast;
Events;Events;Sündmust;
every;Every;Iga;
hours;Hours;tundi;
Location;Location;Asukoht;
month;month;kuu;
Never ends;Never ends;Ei lõpe kunagi;
occurs;Occurs;Toimub;
once;Once;Üks kord;
participants;Participants;Osalejad;
Please fill in the end date!;Please fill in the end date!;Palun täida lõppkuupäev!;
private;Private;Privaatne;
progress;Progress;Edenemine;
Recurrence;Recurrence;Kordumine;
recurrent;Recurrent;Korduv;
start;Start;Algus;
started;Started;Alustatud;
task_event;Sündmus/Töö;Sündmus / Töö;
The date has to be in format: dd.mm.yyyy!;The date has to be in format: dd.mm.yyyy!;Kuupäev peab olema kujul: dd.mm.yyyy!;
time;Time;Aeg;
Total time;Total time;Koguaeg;
tracking;Tracking;Jälgimine;
workday;Workday;tööpäev;



[files:27:Files]
add_file_favorite;Add favorite;Lisa lemmik;
add_folder;Add folder;Uus kaust;
add_folder_favorite;Add favorite;Lisa lemmik;
cancel;Cancel;Tühista;
cant_delete_folder;Can't delete - folder is not empty!;Ei saa kustutada - kataloog ei ole tühi!;
could_not_create_folder;Could not create folder;Kausta loomine ebaõnnestus;
could_not_delete_folder_from_filesystem;Could not delete folder;Kausta kustutamine ebaõnnestus;
could_not_rename_folder;Could not rename folder;Kausta ümbernimetamine ebaõnnestus;
create_folder;Create;Lisa;
create_subfolder;Create subfolder;Lisa alamkaust;
delete_file;delete;kustuta;
delete_folder;Delete;Kustuta;
edit_file;Edit;Muuda;
file;file;fail;
filename;Filename;Failinimi;
files;files;faili;
files_delete_confirmation;Are you sure you want to delete selected files?;Kas oled kindel, et soovid kustutada valitud failid?;
files_selected;With selected files you can;Valitud failidega;
file_date;Date;Kuupäev;
file_delete_confirmation;Are you sure you want to delete the file;Kas oled kindel, et soovid kustutada faili;
file_list_view;file list view;vaata nimekirja;
folder_delete_confirmation;Are you sure you want to delete;Kas oled kindel, et soovid kustutada;
folder_exists;Folder with this name already exists;Sellise nimega kaust on juba olemas;
folder_has_files;This folder has files in it. Please delete these first;Selles kaustas on faile. Palun kustuta need esmalt;
folder_has_no_fs_permissions;folder does not have write permissions;kaustal puuduvad kettale kirjutamisõigused;
folder_has_subfolders;This folder has subfolders, please delete these first;Selles kaustas on teised kasutad. Palun kustuta need esmalt;
folder_path;Folder;Kaust;
folder_permissions;Permissions;Õigused;
lastmodified;Last modified;Viimati muudetud;
last_changed;Last Edit Date;Viimati muudetud;
mimetype;MIME type;MIME tüüp;
move_file;move;liiguta;
no_files_found;No files found;Ei leitud ühtegi faili;
no_files_in_folder;There are no files in this folder, try uploading;Kaustas pole ühtegi faili;
no_files_selected;No files have been selected, you can;Ühtegi faili pole valitud;
no_permissions;You do not have permissions to do that;Sul ei ole lubatud seda teha;
no_permissions_to_create_folder;You do not have permissions to create folders or files under:;Sul puudub luba failide või kaustade loomiseks kaustas:;
no_permissions_to_delete_some_files;You do not have permissions do delete some files;Sul ei ole lubatud osasid faile kustutada;
ok;OK;OK;
Path;Path;Kataloogitee;
pealkiri;Name;Pealkiri;
rename_folder;Rename;Nimeta ümber;
save_folder;Save;Salvesta;
search_files;Search;Otsi;
select_all_files;select all;vali kõik;
size;Size;Suurus;
some_files_could_not_be_deleted;Some files could not be deleted;Osade failide kustutamine ebaõnnestus;
synchronise_folder;Synchronise;Sünkroniseeri;
thumbnail_view;thumbnail view;vaata eelvaateid;
unable_to_move_files;Some files were not movable;Osasid faile ei saanud liigutada;
unselect_all_files;unselect all;tühista valik;
upload;Upload;Upload;
upload_files;Upload files;Lisa faile;
upload_limit_size;size exceeds upload limit of;suurus ületab üleslaadmise piirangu:;
upload_queue_limit;You have attempted to upload too many files, the limit is;Korraga saab faile üles laadida;
view_file;View;Vaata;



[extensions:28:Extensions]
Extension;Extension;Tarkvara laiendus;
icon_path;Icon path;Logo asukoht;
min_saurus_modules;Minimum Saurus modules required;Nõutavad Sauruse moodulid;
min_saurus_version;Minimum Saurus version required;Minimaalne Sauruse versioon;
Official;Official;Ametlik;
Version;Version;Versioon;



[workflow:29:Workflow Manager]
Definitions;Definitions;Definitsioonid;
Processes;Processes;Protsessid;



[saurus4:101:Saurus 4]
add;Add;Lisa;
add comment;Add comment;Lisa kommentaar;
advanced search;Advanced search;Täppisotsing;
all the words;All the words;Kõiki sõnu;
application name;Application;Rakendus;
applications login info;Applications;Rakendused;
archive;Archive;Arhiiv;
author;Author;Autor;
by title;By title;Pealkirja järgi;
CAPTCHA failed;Entered text did not match text on the image;Sisestatud tekst ei klappinud pildi tekstiga;
changed last;Changed last;Viimati muudetud;
comment;Comment;Kommentaar;
comments;Comments;Kommentaarid;
does not include;Does not include;Ei sisalda;
e-mail;E-mail;E-mail;
enter_the_text_on_the_image;Enter the text on the image;Tekst pildil;
exact phrase;Exact phrase;Täpset fraasi;
forums;Forums;Foorumid;
from section;From section;Rubriigist;
hide e-mail;Don't show e-mail;Ära näita minu e-posti aadressi;
keyword_too_short;Keyword is too short;Palun sisesta vähemalt 4 täheline otsisõna;
last 3 months;Last 3 months;Viimased 3 kuud;
last 6 months;Last 6 months;Viimased 6 kuud;
last month;Last month;Viimane 1 kuu;
last reply;Last reply;Viimane vastus;
last week;Last week;Viimane nädal;
last year;Last year;Viimane aasta;
latest posts;Latest posts;Viimased postitused;
mailinglists;Subscribe to mailinglists;Uudiste teemad;
name;Name;Nimi;
new comment;New comment;Uus kommentaar;
new message;New message;Uus postitus;
new topic;New topic;Uus teema;
newest first;Newest first;Uuemad enne;
one of the words;One of the words;Ühte sõnadest;
password;Password;Parool;
password expired message;Your password is expired, enter new password;Sinu parool on aegunud, sisesta uus parool;
please fill in;Please fill in;Palun täida;
profile;Profile;Profiil;
register;Register;Registreerimisvorm;
replies;Replies;Vastused;
reply;Reply;Vastus;
rss entries;Entries;Postitused;
search;Search;Otsi;
search_order_relevance;By relevance;Relevantsuse järgi;
see also;See also;Vaata lisaks;
send;Send;Saada;
send_replies;Send replies to e-mail;Saada vastused mulle e-postiga;
sitemap;Sitemap;Sisukaart;
title;Title;Pealkiri;
topics;Topics;Teemad;
username;Username;Kasutajanimi;
whenever;Whenever;Millal iganes;
yesterday;Yesterday;Eile;
